,Country,Video Title,Category,Sentiment,country,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
38,Ireland,Dad can handle a few more right?! 🤪🤪 #chavezfamily #family #familycomedy #baby #parentlife #funny,People & Blogs,7.0,Ireland,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,Ireland,Is it a Solid or a Liquid 😳,People & Blogs,3.5,Ireland,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,Ireland,SIDEMEN AMONG US BUT YOU CAN REWIND TIME,People & Blogs,0.0,Ireland,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,Jamaica,Govana x Jada Kingdom - Pull Over (Official Music Video),People & Blogs,0.0,Jamaica,1.5,1.5,1.5,1.5,2.0,2.5,2.5,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0
42,Malta,Dad can handle a few more right?! 🤪🤪 #chavezfamily #family #familycomedy #baby #parentlife #funny,People & Blogs,7.0,Malta,1.5,1.0,1.0,1.0,1.5,2.0,2.0,2.5,2.5,2.5,,3.0,3.0,3.0,3.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5
43,Malta,Is it a Solid or a Liquid 😳,People & Blogs,3.5,Malta,1.5,1.0,1.0,1.0,1.5,2.0,2.0,2.5,2.5,2.5,,3.0,3.0,3.0,3.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5
44,Nigeria,"UNITED (New Movie) Ebube Obi, Chioma Nwosu, Uchechi Treasure, Adaeze Onu 2024 Nollywood Movie",People & Blogs,7.0,Nigeria,5.0,5.0,5.0,5.5,5.0,4.5,4.0,2.5,2.5,2.5,,2.5,6.0,6.0,6.0,5.5,5.0,5.5,5.0,4.5,4.5,6.0,6.5,7.0,6.5,6.5,5.0,3.5,4.0,4.5,4.5,4.0,4.0,4.0,4.0,4.0,4.5,4.5,4.0,4.0,4.0,4.0,4.5,4.5,4.0,4.0,4.0,4.5,4.5,4.5,4.5
45,New Zealand,Dad can handle a few more right?! 🤪🤪 #chavezfamily #family #familycomedy #baby #parentlife #funny,People & Blogs,7.0,New Zealand,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,New Zealand,Is it a Solid or a Liquid 😳,People & Blogs,3.5,New Zealand,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,New Zealand,Viral Japanese Gummy Candy,People & Blogs,7.0,New Zealand,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
