,Country,Video Title,Category,Sentiment,country,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
38,Israel,אייל גולן - שכחתי מזמן (Prod. by Yaaqov Lamay),Music,3.5,Israel,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,2.0,2.0,2.0,2.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.5,2.5,2.5,2.5,2.5
39,Israel,נועה קירל – בנות כמוני לא בוכות (Prod by Yinon Yahel),Music,3.5,Israel,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,2.0,2.0,2.0,2.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.5,2.5,2.5,2.5,2.5
40,India,Whistle Podu Lyrical Video | The Greatest Of All Time | Thalapathy Vijay | VP | U1 | AGS | T-Series,Music,7.0,India,2.5,2.5,2.5,3.5,4.0,2.0,2.0,2.0,2.5,2.5,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,4.0,4.0,4.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0
41,India,"Rathnam(Tamil) - Official Trailer | Vishal, Priya Bhavani Shankar | Hari | Devi Sri Prasad",Music,3.5,India,2.5,2.5,2.5,3.5,4.0,2.0,2.0,2.0,2.5,2.5,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,4.0,4.0,4.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0
42,India,Thangalaan - Chiyaan Vikram | Birthday Tribute Video | KE Gnanavelraja | PaRanjith | G VPrakashKumar,Music,7.0,India,2.5,2.5,2.5,3.5,4.0,2.0,2.0,2.0,2.5,2.5,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,4.0,4.0,4.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0
43,Jamaica,Raw Cashh - Wah Kinda Life Dis | Official Music Video,Music,3.5,Jamaica,1.5,1.5,1.5,1.5,2.0,2.5,2.5,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0
44,Jamaica,Tommy Lee Sparta - Autopilot (Official Music Video),Music,3.5,Jamaica,1.5,1.5,1.5,1.5,2.0,2.5,2.5,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0
45,Kenya,Bella Kombo ft. Evelyn Wanjiru & Neema Gospel Choir - Mungu Ni Mmoja (Official Video),Music,7.0,Kenya,4.5,4.5,4.5,5.0,5.0,5.0,4.5,4.5,4.5,5.0,,5.0,5.5,5.5,5.5,6.0,6.0,6.0,6.0,6.0,4.5,5.5,6.0,6.5,6.5,6.0,5.5,5.5,5.5,5.5,4.0,3.0,3.0,3.0,3.0,3.5,3.5,4.0,3.5,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
46,Malta,Indian man surprised me how he beat at darbuka😱 #alrafaelo #darbuka #india,Music,7.0,Malta,1.5,1.0,1.0,1.0,1.5,2.0,2.0,2.5,2.5,2.5,,3.0,3.0,3.0,3.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5
47,Singapore,Whistle Podu Lyrical Video | The Greatest Of All Time | Thalapathy Vijay | VP | U1 | AGS | T-Series,Music,7.0,Singapore,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,4.0,4.5,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
48,Uganda,Azawi - Masavu (Official Music Video),Music,7.0,Uganda,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,5.0,,4.5,4.5,4.5,4.5,4.5,5.0,5.0,5.5,6.0,5.5,5.5,5.0,4.5,4.0,4.0,4.0,5.0,5.5,5.5,5.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,5.5,5.5,5.5,5.0,5.5,5.5,5.5,5.5,5.5
49,South Africa,TitoM & Yuppe - Tshwala Bam [Ft. S.N.E & EeQue] (Official Music Video),Music,7.0,South Africa,4.0,4.5,4.5,4.5,4.5,5.5,5.5,5.5,5.5,5.5,,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.5,4.5,4.5,4.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
50,Zimbabwe,TitoM & Yuppe - Tshwala Bam [Ft. S.N.E & EeQue] (Official Music Video),Music,7.0,Zimbabwe,5.5,5.5,5.5,5.5,5.5,5.5,5.0,4.0,3.5,4.0,,4.5,4.5,5.0,5.0,5.5,5.5,5.0,5.0,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.5,5.5,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,5.5,5.5,5.0,5.0,5.5,5.0,5.0,5.5,5.5,5.5
51,Zimbabwe,Zig Mari - Ras Caleb {Official video} April 2024,Music,7.0,Zimbabwe,5.5,5.5,5.5,5.5,5.5,5.5,5.0,4.0,3.5,4.0,,4.5,4.5,5.0,5.0,5.5,5.5,5.0,5.0,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.5,5.5,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,5.5,5.5,5.0,5.0,5.5,5.0,5.0,5.5,5.5,5.5
